Date,"LeBron James"
2023-02-24,29415
2023-02-25,23641
2023-02-26,31078
2023-02-27,31369
2023-02-28,30170
2023-03-01,24280
2023-03-02,24104
2023-03-03,23059
2023-03-04,22947
2023-03-05,27638
2023-03-06,23687
2023-03-07,22611
2023-03-08,25256
2023-03-09,22102
2023-03-10,19808
2023-03-11,21291
2023-03-12,22563
2023-03-13,19590
2023-03-14,21385
2023-03-15,20897
2023-03-16,19263
2023-03-17,17038
2023-03-18,18137
2023-03-19,18362
2023-03-20,17759
2023-03-21,17487
2023-03-22,16808
2023-03-23,19789
2023-03-24,18508
2023-03-25,18592
2023-03-26,22822
2023-03-27,22810
2023-03-28,20675
2023-03-29,28459
2023-03-30,25726
2023-03-31,19438
2023-04-01,22869
2023-04-02,20527
2023-04-03,21889
2023-04-04,19028
2023-04-05,21664
2023-04-06,20726
2023-04-07,17280
2023-04-08,22526
2023-04-09,25014
2023-04-10,26576
2023-04-11,22800
2023-04-12,40559
2023-04-13,24830
2023-04-14,19773
2023-04-15,21022
2023-04-16,35875
2023-04-17,27354
2023-04-18,21713
2023-04-19,22253
2023-04-20,31726
2023-04-21,23625
2023-04-22,24300
2023-04-23,46822
2023-04-24,27197
2023-04-25,57088
2023-04-26,29866
2023-04-27,35404
2023-04-28,22884
2023-04-29,53215
2023-04-30,44429
2023-05-01,50772
2023-05-02,45201
2023-05-03,73709
2023-05-04,38076
2023-05-05,56791
